name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size (oz)
Golden Eclipse,Rum - Daiquiris,1 1/2 oz, Dark rum,1/4 oz, Amaro,1/2 oz, Fresh lemon juice,1 oz, Orange Bitters,3 oz, Sparkling apple cider,, Golden Delicious apple wedge,Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with an apple slice.,Cocktail Glass,6
Diplomat Cocktail,Cocktail Classics,1 1/2 oz, Dry Vermouth,1/2 oz, Sweet Vermouth,2 oz, Bitters,1/2 oz, Maraschino,,,,,Stir with ice and strain into cocktail glass. Garnish with a lemon slice and a cherry.,Cocktail Glass,6
Oldest Temptation,Tequila,2 oz, Anejo tequila,1 oz, Apple juice,1/2 oz, Fresh lemon juice,1/2 oz, Triple Sec,1/4 oz, Simple Syrup,1 oz," Angostura Bitters, flamed lemon twist",Shake with ice and strain into chilled cocktail glass. Garnish with a flame lemon twist.,Cocktail Glass,6
Ginger Grapefruit Rickey,Rum - Daiquiris,2 oz, Light Rum,2 oz, Fresh grapefruit juice,1 oz, Ginger liqueur,1/2 oz, Fresh Lime Juice,, Soda water,,,Shake first four ingredients with ice. Strain into ice-filled highball glass and top with soda water.,Highball Glass,7
Calvados Cocktail,Brandy,1 1/2 oz, Calvados,1 1/2 oz, Orange juice,3/4 oz, Triple Sec,1 oz, Orange Bitters,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Daiquiri Cocktail,Cocktail Classics,1 oz, Juice of a Lime,1 oz, Powdered Sugar,1 1/2 oz, Old Mr. Boston Rum,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
The Oaxaca Old-Fashioned,Tequila,1 1/2 oz, Reposado tequila,1/2 oz, Mezcal,1/4 oz, Agave nectar,2 oz, Angostura Bitters,," Orange twist, flamed",,,Stir with ice and strain into chilled old-fashioned glass. Garnish with a flamed orange twist.,Old-Fashioned Glass,6
Cuban Special Cocktail,Cocktail Classics,1 oz, Pineapple Juice,1/2 oz, Juice of a Lime,1 oz, Old Mr. Boston Rum,1/2 oz, Old Mr. Boston Triple Sec,,,,,Shake with ice and strain into cocktail glass. Garnish with a stick of pineapple and a cherry.,Cocktail Glass,6
Gaugin,Rum - Daiquiris,2 oz, Light Rum,1/2 oz, Fresh lemon juice,1/2 oz, Fresh Lime Juice,1/2 oz, Passion Fruit Syrup,, Maraschino cherry,,,Combine ingredients with 1 cup crushed ice in blender on low speed. Serve in chilled old-fashioned glass. Garnish with a cherry.,Old-Fashioned Glass,6
The Nomad South,Tequila,2 oz, Blanco tequila,1 oz, Orange juice,1/2 oz, Blood orange juice,1/2 oz, Agave nectar,1/2 oz, Fresh Lime Juice,1 oz, Whiskey barrel bitters,Shake well with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6
Creole Lady Cocktail,Cocktail Classics,1 1/2 oz, Old Kentucky Tavern Bourbon Whiskey,1 1/2 oz, Madeira,1 oz, Grenadine,,,,,,,Stir with ice and strain into cocktail glass. Garnish with a green cherry and a red cherry.,Cocktail Glass,6
No. 8,Tequila,2 oz, Reposado tequila,3/4 oz, Palo cortado or oloroso sherry,1/2 oz, Honey liqueur,2 oz, Orange Bitters,, Lemon twist,,,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Fog Cutter,Rum - Daiquiris,1 1/2 oz, Light Rum,1/2 oz, Brandy,1/2 oz, Gin,1 1/2 oz, Fresh lemon juice,1 oz, each Orange juice and sweet sherry,1 1/2 oz, Almond or orgeat syrup,Shake first six ingredients with ice and strain into ice-filled Collins glass. Top with sherry.,Collins Glass,14
Mexicola,Tequila,2 oz, Blanco tequila,1/2 oz, Fresh Lime Juice, Cola,,,,,,,,Pour tequila and lime juice into ice-filled Collins glass. Fill with cola and stir.,Collins Glass,14
Floridita No. 3,Rum - Daiquiris,2 oz, Light Rum,3/4 oz, Fresh Lime Juice,1/2 oz, Grapefruit Juice,1/2 oz, Maraschino liqueur,1/2 oz, Simple Syrup,, Lime wheel,Shake with ice and strain into chilled champagne flute. Garnish with a lime slice.,Champagne Flute,6
Mexican Monk,Tequila,2 oz, Reposado tequila,1/2 oz, Dry Sherry,1/4 oz, Coffee liqueur,1/4 oz, Benedictine,, Lemon twist,,,Stir well with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Floridita No. 1,Rum - Daiquiris,1 1/2 oz, Light Rum,1/2 oz, Fresh Lime Juice,1/2 oz, Sweet Vermouth,1 oz, White creme de cacao,1 oz, Grenadine,, Lime twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lime twist.,Cocktail Glass,6
Mexican Madras,Tequila,1 1/2 oz, Blanco tequila,2 oz, Cranberry Juice,1 oz, Orange juice,1/4 oz, Fresh Lime Juice,, Orange wheel,,,Shake with ice and strain into old-fashioned glass. Garnish with an orange.,Old-Fashioned Glass,6
Cadiz,Brandy,1/4 oz, Blackberry-flavored brandy,1/4 oz, Dry Sherry,1/2 oz, Triple Sec,1/2 oz, half-and-half,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6
Chocolate Soldier Cocktail,Cocktail Classics,1/2 oz, Juice of a Lime,3/4 oz, Dubonnet,1 1/2 oz, Old Mr. Boston Dry Gin,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Fireman's Sour,Rum - Daiquiris,2 oz, Light Rum,2 oz, Fresh Lime Juice,1/4 oz, Simple Syrup,1/4 oz, Grenadine,, Soda water (optional),," Lemon half-wheel, maraschino cherry","Shake first four ingredients with ice and strain into chilled old-fashioned glass. Fill with soda water, if desired. Garnish with a lemon slice and cherry.",Old-Fashioned Glass,6
Fat Like Buddha,Rum - Daiquiris,2 oz, Dark rum,3/4 oz, Dubonnet Rouge,1/4 oz, Benedictine,1/4 oz, Triple Sec,," Orange twist, flamed",,,Stir with ice and strain into chilled cocktail glass. Garnish with a flamed orange twist.,Cocktail Glass,6
Cherry Blossom Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Five Star Brandy,1/2 oz, Old Mr. Boston Wild Cherry Flavored Brandy,1 1/2 oz, Old Mr. Boston Triple Sec,1 1/2 oz, Grenadine,2 oz, Lemon Juice,,,Shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. Garnish with a Maraschino cherry.,Cocktail Glass,6
Fair-and-Warmer Cocktail,Rum - Daiquiris,1 1/2 oz, Light Rum,3/4 oz, Sweet Vermouth,1/2 oz, Triple Sec,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Chelsea Sidecar Cocktail,Cocktail Classics,1/4 oz, Juice of a Lemon,3/4 oz, Old Mr. Boston Triple Sec,3/4 oz, Old Mr. Boston Dry Gin,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Mexican Firing Squad,Tequila,2 oz, Blanco tequila,1 oz, Simple Syrup,3/4 oz, Fresh Lime Juice,1 oz, pomegranate molasses (available at Middle Eastern grocers),2 oz, Angostura Bitters,, Lime wheel,Shake and strain into ice-filled highball glass. Garnish with a lime slice.,Highball Glass,7
Mexicana,Tequila,1/2 oz, Blanco tequila,1 oz, Fresh lemon juice,1/2 oz, Pineapple Juice,1 oz, Grenadine,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
El Presidente Cocktail No. 2,Rum - Daiquiris,1 1/2 oz, Light Rum,3/4 oz, Dry Vermouth,1 oz, Angostura Bitters,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Margarita Tequila,Shooters,," Lime wedge, coarse salt",1 1/2 oz, Blanco tequila,3/4 oz, Cointreau triple sec,3/4 oz, Fresh Lime Juice,,,,,Rim chilled cocktail glass with lime and salt. Shake remaining ingredients and ice and strain into glass.,Cocktail Glass,6
Lillypad,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, each Lillet Blanc and Lillet Rouge,1 1/2 oz, Apple juice,3/4 oz, Fresh Lime Juice,1/4 oz, Agave nectar,, Blood orange wheel,Shake with ice and strain into chilled cocktail glass. Garnish with a blood orange slice,Cocktail Glass,6
X. Y. Z. Cocktail,Cocktail Classics,1 oz, Lemon Juice,1/2 oz, Old Mr. Boston Triple Sec,1 oz, Old Mr. Boston Rum,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
La Ultima Palabra,Tequila,3/4 oz, Blanco tequila,3/4 oz, Fresh grapefruit juice,3/4 oz, Fresh Lime Juice,3/4 oz, Yellow Chartreuse,3/4 oz, Maraschino liqueur,, Grapefruit twist,Shake with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.,Cocktail Glass,6
La Perla,Tequila,1 1/2 oz, Reposado tequila,1 1/2 oz, Manzanilla sherry,3/4 oz, Pear liqueur, Lemon twist,,,,,,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Bull's Milk,Brandy,1 1/2 oz, Brandy,1 oz, Light Rum,1/4 oz, Simple Syrup,3 oz, Milk,," Freshly grated nutmeg, ground cinnamon",,,Shake with ice and strain into chilled Collins glass. Top with nutmeg and cinnamon.,Collins Glass,14
La Bomba,Tequila,," Lime wedge, superfine sugar",1 1/4 oz, Gold tequila,3/4 oz, Triple Sec,1 1/2 oz, Pineapple Juice,1 1/2 oz, Orange juice,2 oz," Grenadine, lime wheel",Rim chilled cocktail glass with lime wedge and sugar. Combine next four ingredients with ice and shake briefly. Pour with ice into glass. Add grenadine and garnish with a lime slice.,Cocktail Glass,6
Jinx Cocktail,Tequila,1 oz, Blanco tequila,3/4 oz, Blood orange liqueur,3/4 oz, Becherovka (Czech digestif),1 oz, Fresh grapefruit juice,," Grapefruit twist, flamed",,,Shake with ice and strain into chilled cocktail glass. Garnish with a flamed grapefruit twist.,Cocktail Glass,6
The Interesting Cocktail,Tequila,2 oz, Blanco tequila,1/2 oz, Aperol,1/2 oz, Dark creme de cacao,3/4 oz, Fresh lemon juice,1 oz, Grapefruit twist,,,Shake with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.,Cocktail Glass,6
Hot Pants,Tequila,," Lime wedge, coarse salt",1 1/2 oz, Blanco tequila,1/2 oz, Peppermint schnapps,1/2 oz, Grapefruit Juice,2 oz, Simple Syrup,,,Rim old-fashioned glass with lime and salt. Fill with ice. Shake remaining ingredients with ice. Strain into glass.,Old-Fashioned Glass,6
High Plains Drifter No. 1,Tequila,1 oz, Campari,2 oz, Blanco tequila,3/4 oz, Fresh Lime Juice,3/4 oz, Honey Syrup,1 oz, Angostura Bitters,,,Swirl Campari in chilled cocktail glass to coat inside; discard excess Campari. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6
Hairy Sunrise,Tequila,3/4 oz, Blanco tequila,3/4 oz, Vodka,1/2 oz, Triple Sec,3 oz, Orange juice,1 oz, Fresh grenadine,, Lime wedge,Shake first four ingredients with ice. Strain into ice-filled Collins glass. Top with grenadine. Garnish with a lime.,Collins Glass,14
Guadalajara,Tequila,2 oz, Blanco tequila,1 oz, Dry Vermouth,1/2 oz, Benedictine, Lemon twist,,,,,,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Frostbite,Tequila,1 oz, Blanco tequila,3/4 oz, White creme de cacao,3/4 oz, Heavy cream, Freshly grated nutmeg,,,,,,Shake with ice and strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,6
Flower Power,Tequila,2 oz, Blanco tequila,1 oz, Grapefruit Juice,1/2 oz, Agave nectar,1 oz, Egg White,3 oz, Orange blossom water,2 oz, Peychaud's Bitters,Shake without ice. Then shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Cablegram Highball,Cocktail Classics,1/2 oz, Juice of a Lemon,1 oz, Powdered Sugar,2 oz, Old Thompson Blended Whiskey,,,,,,,Stir with ice cubes in highball glass and fill with ginger ale.,Highball Glass,7
Cabaret Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Dry Gin,2 oz, Bitters,1/2 oz, Dry Vermouth,1/4 oz, Benedictine,,,,,Stir with ice and strain into cocktail glass. Garnish with a cherry.,Cocktail Glass,6
Bulla's Eye,Brandy,1 oz, Brandy,2 oz, Hard cider,, Ginger ale,,,,,,,"Stir brandy and hard cider in highball glass. Add ice, fill with ginger ale, and stir again.",Highball Glass,7
El Oso (The Bear),Tequila,1  3/4 oz,Anejo tequila,3/4 oz, Honey liqueur,1/2 oz, Maraschino liqueur,2 oz, The Bitter Truth's Jerry Thomas' Own Decanter Bitters,, Dehydrated Orange Wheel,,,Stir with ice. Drop dehydrated orange slice into old-fashioned glass and add ice. Strain cocktail into glass.,Cocktail Glass,6
El Ni_o,Tequila,6,Lime wedges,1 oz, Whole strawberry,3/4 oz, Simple Syrup,2 oz, Blanco tequila,5 oz, Rose water,,,"Muddle lime, strawberry, and syrup in mixing glass. Add tequila and rose water and ice. Shake briefly and strain into ice-filled old-fashioned glass.",Old-Fashioned Glass,6
El Molino,Tequila,1 1/2 oz, Mezcal,3/4 oz, Palo cortado or oloroso sherry,1/4 oz, Allspice liqueur (pimento dram),1/4 oz, White creme de cacao,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Bucks Fizz,Cocktail Classics,2 oz, orange juice,,champagne,,,,,,,,,"Pour 2 oz. orange juice in a collins glass over two cubes of ice, fill with champagne, and stir very gently.",Collins Glass,14
Dirty Daisy,Tequila,1 1/2 oz, Reposado tequila,1 oz, White Curacao,1/2 oz, Olive brine,1 oz, Balsamic vinegar,1 oz, Fresh Lime Juice,,,Shake well with ice and strain into chilled cocktail glass. Garnish with a lime slice,Cocktail Glass,6
Diablo,Tequila,1 1/2 oz, Blanco tequila,3/4 oz, Creme de Cassis,1/2 oz, Fresh Lime Juice, Ginger ale,,, Lime wheel,,,Shake first three ingredients with ice. Strain into ice-filled Collins glass. Top with ginger ale. Garnish with a lime slice.,Collins Glass,14
Count Camillo's Paloma,Tequila,3/4 oz, Blanco tequila,3/4 oz, Sweet Vermouth,3/4 oz, Campari,2 oz, Grapefruit soda,, Rosemary sprig,,,Pour ingredients into Collins glass and stir briefly. Fill with ice. Garnish with rosemary.,Collins Glass,14
Company B,Tequila,1 oz," Whole strawberry, hulled",1 1/2 oz, Blanco tequila,1/2 oz, Campari,1/2 oz, Triple Sec,1/2 oz, Fresh lemon juice,1/4 oz," Agave nectar, strawberry slice",Muddle whole strawberry in mixing glass. Add remaining ingredients. Shake with ice and strain through fine wire sieve into chilled cocktail glass. Garnish with a strawberry slice.,Cocktail Glass,6
Chupa Cabra,Tequila,2 oz, Blanco tequila,3/4 oz, Fresh grapefruit juice,1/2 oz, Fresh Lime Juice,1/2 oz, Campari,1/2 oz, Simple Syrup,1 oz," Angostura Bitters, lime wheel",Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6
Chinchona,Tequila,1 1/2 oz, Anejo tequila,3/4 oz, Lillet Rouge,1/2 oz, Orange curacao,2 oz, Orange Bitters,, Orange twist,,,Stir with ice and strain into chilled cocktail glass. Garnish with a orange twist.,Cocktail Glass,6
Chapala,Tequila,1 1/2 oz, Reposado tequila,1 1/2 oz, Orange juice,3/4 oz, Fresh lemon juice,1/4 oz, Grenadine,, Orange blossoms (optional): orange wedge,,,"Shake and strain into hurricane glass. Fill glass with crushed ice. Garnish with orange blossoms, if using, and orange wedge.",Hurricane Glass,14
Bulldog Cocktail,Brandy,1 1/2 oz, cherry-flavored brandy,3/4 oz, Gin,1/2 oz, Fresh lemon juice,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Boston Sidecar Cocktail,Cocktail Classics,3/4 oz, Old Mr. Boston Five Star Brandy,3/4 oz, Old Mr. Boston Rum,3/4 oz,  Old Mr. Boston Triple Sec,1/2 oz, Juice of a Lime,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Catalina Margarita,Tequila,1 1/2 oz, Blanco tequila,1 oz, Peach schnapps,1 oz, Blue curacao,2 oz, Simple Syrup,2 oz, Fresh lemon juice,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Camino Del Ray,Tequila,1 3/4 oz, Anejo tequila,1 oz, Oloroso sherry,1/2 oz, Drambuie,1 oz, Rhubarb bitters,, Lemon twist,,,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Cactus Berry,Tequila,, Lime wedge coarse salt,1 1/4 oz, Blanco tequila,1 1/4 oz, Red wine,1/2 oz," each Triple Sec, simple syrup",1/4 oz," each Fresh lemon juice, fresh lime juice",1 oz, Lemon-lime soda,Rim chilled cocktail glass with lime and salt. Shake remaining ingredients with ice and pour into glass.,Cocktail Glass,6
Bolero Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Rum,3/4 oz, Apple Brandy,1/4 oz, Sweet Vermouth,,,,,,,Stir well with cracked ice and strain into cocktail glass.,Cocktail Glass,6
Bum's Rush,Tequila,1 1/2 oz, Blanco tequila,3/4 oz, Triple Sec,3/4 oz, Honey liqueur,1 oz, Fresh Lime Juice,1 oz, Fresh apple cider,, Lime wedge,Shake with ice and strain into ice-filled Collins glass. Garnish with lime.,Collins Glass,14
Brave Bull,Tequila,1 1/2 oz, Blanco tequila,1 oz, Coffee liqueur,, Lemon twist,,,,,,,Pour into ice-filled old-fashioned glass and stir. Garnish with a lemon twist.,Old-Fashioned Glass,6
Blue Margarita,Tequila,For glass," Lime juice, coarse salt",1 1/2 oz, Blanco tequila,1/2 oz, Blue curacao,1 oz, Fresh Lime Juice,,,,,Rim chilled cocktail glass with lime juice and salt. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6
Bloody Maria,Tequila,1 oz, Blanco tequila,2 oz, Tomato Juice,1/4 oz, Fresh lemon juice,1 oz, Hot red pepper sauce,1 oz, Celery Salt,, Lemon wheel,Stir with ice. Strain into ice-filled old-fashioned glass. Garnish with a lemon wheel.,Old-Fashioned Glass,6
Pineapple Dream Cocktail,Cocktail Classics,1/2 oz, Pineapple Juice,1/2 oz, Juice of a Lime,1 oz, Old Mr. Boston Imported Rum,,,,,,,Shake well with cracked ice and strain into 3 oz. cocktail glass.,Cocktail Glass,6
Big Red Hooter,Tequila,1 oz, Blanco tequila,3/4 oz, Amaretto,2 oz, Pineapple Juice,1/2 oz, Grenadine,, Maraschino cherry,,,Pour tequila and amaretto into ice-filled Collins glass. Fill with pineapple juice and top with grenadine. Garnish with a cherry. Serve with straw.,Collins Glass,14
Blood Bronx Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Dry Gin,1 1/2 oz, Dry Vermouth,1/4 oz, Juice of a Blood Orange,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Bravo,Tequila,2 oz, Anejo tequila,1/4 oz, Agave nectar,2 oz, Angostura Bitters,1 oz, Orange Bitters,, Grapefruit twist,,,Stir with ice and strain into chilled old-fashioned glass. Garnish with a grapefruit twist.,Old-Fashioned Glass,6
Amante Picante,Tequila,2 oz, Cucumber,2 oz, Fresh cilantro sprigs,2 oz, Blanco tequila,1 oz, Fresh Lime Juice,1 oz, Simple Syrup,2 oz," Jalapeno hot pepper sauce, cucumber slice",Muddle 2 cucumber slices and cilantro in mixing glass. Add remaining ingredients. Shake with ice and double-strain into chilled cocktail glass. Garnish with a cucumber slice.,Cocktail Glass,6
Brunswick Street Cocktail,Brandy,1 1/2 oz, Cognac,1 1/2 oz," Sweet sherry, preferably Pedro Ximenez",1 oz, Egg Yolk, Freshly grated nutmeg,,,,,,Shake without ice. Add ice and shake again. Strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,6
Black Hawk Cocktail,Cocktail Classics,1 1/4 oz, Old Thompson Blended Whiskey,1 1/4 oz, Old Mr. Boston Sloe Gin,,,,,,,,,Stir with ice and strain into cocktail glass. Garnish with a cherry.,Cocktail Glass,6
Alamo Splash,Tequila,1 1/2 oz, Blanco tequila,1 oz, Orange juice,1/2 oz, Pineapple Juice,1 oz, Lemon-lime soda,,,,,Pour first three ingredients into ice-filled Collins glass. Top with lemon-lime soda and stir.,Collins Glass,14
Betsy Ross Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Five Star Brandy,1 1/2 oz, Port,1 oz,  Old Mr. Boston Triple Sec,,,,,1 1/4 oz, Old Mr. Boston Dry Gin,Stir with cracked ice and strain into cocktail glass.,Cocktail Glass,6
Bermuda Rose Cocktail,Cocktail Classics,1 1/4 oz, Old Mr. Boston Dry Gin,1 1/2 oz, Old Mr. Boston Apricot Flavored Brandy,1 1/2 oz, Grenadine,,,,,,,Shake with ice and strain into cocktail glass. ,Cocktail Glass,6
Yokahama Romance,Gin,2 1/2 oz, Sake,1 oz, Gin,1/4 oz, Maraschino liqueur,1 oz, Unsprayed rose petal,,,,,Stir with ice and strain into chilled cocktail glass. Garnish with a rose petal.,Cocktail Glass,6
Yale Cocktail,Gin,1 1/2 oz, Gin,1/2 oz, Dry Vermouth,1 oz, Blue curacao,1 oz, Angostura Bitters,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Xanthia Cocktail,Gin,3/4 oz, Gin,3/4 oz, cherry-flavored brandy,3/4 oz, Yellow Chartreuse,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Woodstock,Gin,1 1/2 oz, Gin,1 oz, Fresh lemon juice,1 1/2 oz, Maple Syrup,1 oz, Orange Bitters,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Wolf's Bite,Gin,1 1/2 oz, Gin,1 oz, Grapefruit Juice,1/2 oz, Green Chartreuse,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
