name,glass-size (oz),category,measurement-1,unit-1,ingredient-1,measurement-2,unit-2,ingredient-2,measurement-3,unit-3,ingredient-3,measurement-4,unit-4,ingredient-4,measurement-5,unit-5,ingredient-5,measurement-6,unit-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz),Cocktail Measurment,Match
Lounge Lizard,14,Rum - Daiquiris,1.5,oz, Dark rum,0.5,oz, Amaretto,3,oz, Cola,,,,,,,,,,Lime Slice,Pour rum and amaretto into ice-filled Collins glass. Fill with cola and stir. Garnish with a lime slice.,Collins Glass,14,5,FALSE
Jack-in-the-Box Cocktail,6,Cocktail Classics,1,oz, Apple Brandy,1,oz, Pineapple Juice,1,oz, Bitters,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3,FALSE
Irish Whisky Cocktail,6,Cocktail Classics,0.5,oz, Old Mr. Boston Triple Sec,0.5,oz, Absinthe Substitute,0.25,oz, Maraschino,1,, Bitters,2,oz, Irish Whiskey,,,,Olive,Stir with ice and strain into cocktail glass. Garnish with an olive.,Cocktail Glass,6,4.25,FALSE
Look Out Below,6,Rum - Daiquiris,1.5,oz, 151-Proof Rum,0.5,oz, Fresh Lime Juice,0.25,oz, Grenadine,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6,2.25,FALSE
Little Princess Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,1.5,oz, Sweet Vermouth,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Little Devil Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Gin,0.5,oz, Fresh lemon juice,0.25,, Triple Sec,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Champs Elysees Cocktail,6,Brandy,0.5,oz, Brandy,0.5,oz, Yellow Chartreuse,0.5,oz, Fresh lemon juice,1,, Simple Syrup,1,oz, Angostura Bitters,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Hop Toad Cocktail ,6,Cocktail Classics,1,oz, Juice of a Lime,0.75,oz, Old Mr. Boston Apricot Flavored Brandy,0.75,oz, Old Mr. Boston Rum,,,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,2.5,FALSE
Level headed Cocktail,8,Rum - Daiquiris,2,oz, Aged rhum agricole,1,oz, Cold brewed coffee,0.5,oz, Allspice liqueur (pimento dram),0.25,, Simple Syrup,1,oz, Angostura Bitters,,,,,Shake with ice and strain into snifter.,Brandy Snifter,8,4.75,FALSE
La Vita Dulce,6,Rum - Daiquiris,1.5,oz, Spiced rum,0.75,oz, Mezcal,0.75,oz, Fresh Lime Juice,0.75,, Simple Syrup,,,,,,,Cinnamon,Shake with ice and strain into chilled cocktail glass. Top with cinnamon.,Cocktail Glass,6,3.75,FALSE
Hole-in-One Cocktail,6,Cocktail Classics,2,oz, Desmond & Duff Scotch Whisky,0.75,oz, Dry Vermouth,0.25,oz, Lemon Juice,1,, Orange Bitters,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,4,FALSE
Ko Adang,14,Rum - Daiquiris,1.5,oz, Dark rum,1,oz, Coconut rum,0.5,oz, Ginger liqueur,0.5,, Mango nectar,0.5,oz, Cream of coconut,0.5,oz," Fresh Lime Juice, lime wheel",Lime Slice,Shake with ice and strain into ice-filled Collins glass. Garnish with a lime slice.,Collins Glass,14,4.5,FALSE
Knickerbocker Special Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Triple Sec,1,oz, Fresh lemon juice,1,, Orange juice,1,oz, Raspberry Syrup,,,,Pineapple Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a pineapple slice.,Cocktail Glass,6,5.5,FALSE
Hair Raiser Cocktail,6,Cocktail Classics,1.5,oz, Old Mr. Boston 100 proof Vodka,0.5,oz, Old Mr. Boston Rock and Rye,1,oz, Lemon Juice,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3,FALSE
Green Opal Cocktail,6,Cocktail Classics,1.5,oz, Old Mr. Boston Dry Gin,0.5,oz, Old Mr. Boston Anisette ,1,oz, Absinthe Substitute,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3,FALSE
Jamaican Ginger,14,Rum - Daiquiris,2,oz, Light Rum,1,oz, Dark rum,0.5,oz, Falernum,0.5,, Fresh Lime Juice,1,oz, Angostura Bitters,2,oz, Ginger ale,Lime Slice,Stir first five ingredients in ice-filled Collins glass. Top with ginger ale. Garnish with a lime slice.,Collins Glass,14,7,FALSE
Green Dragon Cocktail,6,Cocktail Classics,0.25,oz, Juice of a Lemon,0.5,oz, Old Mr. Boston Kummel,0.5,oz, Old Mr. Boston Green Creme de Menthe,1.5,, Old Mr. Boston Dry Gin,1,oz, Orange Bitters,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.75,FALSE
Grasshopper Cocktail,6,Cocktail Classics,0.75,oz, Old Mr. Boston Green Creme de Menthe,0.75,oz, Old Mr. Boston White Creme de Cacao,0.75,oz, Light Sweet Cream,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2.25,FALSE
Jamaican Crawler,14,Rum - Daiquiris,2,oz, Light Rum,1,oz, Melon liqueur,3,oz, Pineapple Juice,1,, Grenadine,,,,,,,,Shake first three ingredients with ice and pour into Collins glass. Add grenadine and stir.,Collins Glass,14,7,FALSE
Golden Slipper Cocktail,6,Cocktail Classics,0.75,oz, Yellow Chartreuse,2,oz, Old Mr. Boston Apricot Flavored Brandy,,,,,,,,,,,,,Egg Yolk,Stir with ice and strain into cocktail glass. Top with an unbroken egg yolk.,Cocktail Glass,6,2.75,FALSE
Jade,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh Lime Juice,0.5,oz, Green creme de menthe,0.5,, Triple Sec,0.5,oz, Simple Syrup Scant,,, ,Lime Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6,4,FALSE
Jacqueline,6,Rum - Daiquiris,1.5,oz, Dark rum,1,oz, Triple Sec,1,oz, Fresh Lime Juice,1,, Simple Syrup,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4.5,FALSE
Jack Sparrow Flip,7,Rum - Daiquiris,1.5,oz, Dark rum,0.75,oz, Madeira,0.75,oz, Simple Syrup,1,, Egg,1,oz, Angostura Bitters,,,,Nutmeg,Shake without ice. Then shake with ice and strain into highball glass. Top with nutmeg.,Highball Glass,7,5,FALSE
Irresistible,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Sweet Vermouth,0.25,oz, Benedictine,0.25,, Fresh lemon juice,1,oz, Lemon twist,,,,Lemon Twist,Shake and strain into cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,4,FALSE
Carroll Cocktail,6,Brandy,0.5,oz, Brandy,0.75,oz, Sweet Vermouth,3,oz, Maraschino cherry,,,,,,,,,,Cherry,Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6,4.25,FALSE
Hush and Wonder,6,Rum - Daiquiris,1,oz, Creme de violette,2,oz, Light Rum,0.75,oz, Fresh Lime Juice,0.75,, Simple Syrup,2,oz, Grapefruit bitters,,,,,Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6,6.5,FALSE
Hurricane Leah,14,Rum - Daiquiris,0.25,oz," each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao",1,oz, cherry-flavored brandy,1.5,oz, Simple Syrup,1.5,, Fresh lemon juice,3,oz, Fresh orange juice,,,,Orange Slice,"Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with an orange slice.",Hurricane Glass,14,7.25,FALSE
Gimlet Cocktail,6,Cocktail Classics,1,oz, Rose's Lime Juice,1,oz, Powdered Sugar,1.5,oz, Old Mr. Boston Dry Gin,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Hurricane,14,Rum - Daiquiris,1.5,oz," each Dark rum, light rum",1,oz, Passion Fruit Syrup,1,oz, Lime Juice,0.75,, Orange juice,0.5,oz," each Simple Syrup, grenadine",,,,"Orange Slice, Cherry",Shake with ice and strain into ice-filled hurricane glass. Garnish with an orange slice and a cherry.,Hurricane Glass,14,4.75,FALSE
Hop Toad,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Apricot-Flavored Brandy,0.5,oz, Fresh Lime Juice,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.25,FALSE
The Holy Roller,6,Rum - Daiquiris,1,oz, Cachaca,0.75,oz, Fresh Lime Juice,0.5,oz, Honey Syrup,1,count,,1,oz, Angostura Bitters,0.5,oz, Champagne or sparkling wine,Mint,Shake first five ingredients with ice. Strain into chilled cocktail glass. Top with Champagne or sparkling wine. Garnish with mint.,Cocktail Glass,6,4.75,FALSE
Hemingway's Nog,6,Rum - Daiquiris,1.5,oz, Dark rum,0.75,oz, Vanilla liqueur,0.25,oz, Simple Syrup,1,, Creme fraiche,3,oz," tiki bitters, such as Bittermen's Elemakule",,,,Nutmeg,Shake with ice and strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,6,6.5,FALSE
Flying Scotchman Cocktail,6,Cocktail Classics,0.75,oz, Sweet Vermouth,1,oz, Desmond & Duff Scotch Whisky,1,oz, Bitters,0.25,, Sugar Syrup,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,3,FALSE
Flying Grasshopper Cocktail,6,Cocktail Classics,0.75,oz, Old Mr. Boston Green Creme de Menthe,0.75,oz, Old Mr. Boston White Creme de Cacao,0.75,oz, Old Mr. Boston Vodka,,,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,2.25,FALSE
Havana Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,1.5,oz, Pineapple Juice,0.25,oz, Fresh lemon juice,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.75,FALSE
Harvest Nectar,10,Rum - Daiquiris,2,oz, Light Rum,1,oz, Pineapple Juice,1,oz, Cranberry Juice,1,, Orange juice,1,oz, Lemon-lime soda,,,,,Shake with ice and strain into ice-filled beer mug.,Beer Mug,10,6,FALSE
Fancy Brandy Cocktail,6,Cocktail Classics,1,oz, Old Mr. Boston Five Star Brandy,1,oz, Bitters,0.25,oz, Old Mr. Boston Triple Sec,0.25,, Powdered Sugar,,,,,,,Lemon Twist,Shake with ice and strain into cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,2.5,FALSE
Fallen Angel Cocktail,6,Cocktail Classics,1,oz, Juice of a Lime,1.5,oz, Old Mr. Boston Dry Gin,1,oz, Bitters,0.5,, Old Mr. Boston White Creme de Menthe,,,,,,,Cherry,Shake with ice and strain into cocktail glass. Garnish with a cherry.,Cocktail Glass,6,4,FALSE
The Poncho,6,Tequila,1.5,oz, Reposado tequila,0.5,oz, Dry Vermouth,0.5,oz, Maraschino liqueur,2,, Peychaud's Bitters,,,,,,,Cherry,Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6,4.5,FALSE
Hai Karate,14,Rum - Daiquiris,1.5,oz, Dark rum,1,oz, Fresh Lime Juice,1,oz, Pineapple Juice,1,, Orange juice,1,oz, Maple Syrup,1,count, Angostura Bitters,"Cherry, Orange Slice",Shake with ice and strain into ice-filled Collins glass. Garnish with a cherry and an orange slice.,Collins Glass,14,6.5,FALSE
Cara Sposa,6,Brandy,1,oz, Coffee-flavored brandy,0.75,oz, Triple Sec,0.5,oz, half-and-half,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2.25,FALSE
Traditional Martini (Dry),6,Cocktail Classics,1,oz, Gin,1,oz, Dry Vermouth,1,oz, Orange Bitters,,,,,,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,3,FALSE
Pina Agave,6,Tequila,3,oz, Cucumber,1.5,oz, Blanco tequila,1,oz, Pineapple Juice,0.75,, Fresh lemon juice,0.25,oz, Agave nectar,1,oz," Lemon-lime soda, cucumber slice",Cucumber,Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with a cucumber slice.,Cocktail Glass,6,7.5,FALSE
Grande Guignol,6,Rum - Daiquiris,1.5,oz, Dark rum,0.75,oz, Yellow Chartreuse,0.75,oz, Cherry Heering,0.75,, Fresh Lime Juice,,,,,,,Lime Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6,3.75,FALSE
Pancho Villa,6,Tequila,1,oz, Anejo tequila,0.75,oz, Aperol,0.75,oz, Sweet Vermouth,1,, Peach bitters,,,,,,,Grapefruit Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.,Cocktail Glass,6,3.5,FALSE
Paloma (Natural),14,Tequila,1.5,oz, Blanco tequila,2,oz, Fresh white or ruby red grapefruit juice,4,oz, Soda water,,,,,,,,,,Lime Slice,Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with a lime slice,Collins Glass,14,7.5,FALSE
Golden Friendship,14,Rum - Daiquiris,2,oz, Light Rum,1,oz, Sweet Vermouth,1,oz, Amaretto,1,count,,,,,,,,"Orange Slice, Cherry","Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with an orange slice and a cherry.",Collins Glass,14,5,FALSE
Paloma,14,Tequila,1.5,oz, Blanco tequila,3,oz, Grapefruit-flavored soda,,,,,,,,,,,,,Lime Slice,Pour tequila into ice-filled Collins glass. Fill glass with soda and stir briefly. Garnish with a lime slice,Collins Glass,14,4.5,FALSE
Pacific Sunshine,14,Tequila,,,,1.5,oz, Blanco tequila,1.5,oz, Blue curacao,0.75,, Simple Syrup,0.5,oz, Fresh lemon juice,1,count, Angostura Bitters,"Preserved Lemon Slice, Salt",Rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. Shake remaining ingredients with ice in mixing glass. Pour with ice into glass. Garnish with a preserved lemon slice.,Hurricane Glass,14,5.25,FALSE
Golden Eclipse,6,Rum - Daiquiris,1.5,oz, Dark rum,0.25,oz, Amaro,0.5,oz, Fresh lemon juice,1,, Orange Bitters,3,oz, Sparkling apple cider,,,,Apple Slice,Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with an apple slice.,Cocktail Glass,6,6.25,FALSE
Diplomat Cocktail,6,Cocktail Classics,0.75,oz, Dry Vermouth,0.5,oz, Sweet Vermouth,2,oz, Bitters,0.5,, Maraschino,,,,,,,"Lemon Slice, Cherry",Stir with ice and strain into cocktail glass. Garnish with a lemon slice and a cherry.,Cocktail Glass,6,3.75,FALSE
Oldest Temptation,6,Tequila,1,oz, Anejo tequila,1,oz, Apple juice,0.5,oz, Fresh lemon juice,0.5,, Triple Sec,0.5,oz, Simple Syrup,1,oz," Angostura Bitters, flamed lemon twist",Flamed Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a flamed lemon twist.,Cocktail Glass,6,4.5,FALSE
Ginger Grapefruit Rickey,7,Rum - Daiquiris,2,oz, Light Rum,2,oz, Fresh grapefruit juice,1,oz, Ginger liqueur,0.5,, Fresh Lime Juice,1,oz, Soda water,,,,,Shake first four ingredients with ice. Strain into ice-filled highball glass and top with soda water.,Highball Glass,7,6.5,FALSE
Calvados Cocktail,6,Brandy,0.75,oz, Calvados,1.5,oz, Orange juice,0.75,oz, Triple Sec,1,, Orange Bitters,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4,FALSE
Daiquiri Cocktail,6,Cocktail Classics,1,oz, Juice of a Lime,1,oz, Powdered Sugar,1.5,oz, Old Mr. Boston Rum,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
The Oaxaca Old-Fashioned,6,Tequila,1.5,oz, Reposado tequila,0.5,oz, Mezcal,0.25,oz, Agave nectar,2,, Angostura Bitters,,,,,,,Flamed Orange Twist,Stir with ice and strain into chilled old-fashioned glass. Garnish with a flamed orange twist.,Old-Fashioned Glass,6,4.25,FALSE
Cuban Special Cocktail,6,Cocktail Classics,2,oz, Pineapple Juice,0.5,oz, Juice of a Lime,1,oz, Old Mr. Boston Rum,0.5,, Old Mr. Boston Triple Sec,,,,,,,"Pineapple Slice, Cherry",Shake with ice and strain into cocktail glass. Garnish with a pineapple slice and a cherry.,Cocktail Glass,6,4,FALSE
Gaugin,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh lemon juice,0.5,oz, Fresh Lime Juice,0.5,, Passion Fruit Syrup,,,,,,,Cherry,Combine ingredients with 1 cup crushed ice in blender on low speed. Serve in chilled old-fashioned glass. Garnish with a cherry.,Old-Fashioned Glass,6,3.5,FALSE
The Nomad South,6,Tequila,1.5,oz, Blanco tequila,1,oz, Orange juice,0.5,oz, Blood orange juice,0.5,, Agave nectar,3,oz, Fresh Lime Juice,1,oz, Whiskey barrel bitters,,Shake well with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6,7.5,FALSE
Creole Lady Cocktail,6,Cocktail Classics,1.5,oz, Old Kentucky Tavern Bourbon Whiskey,1.5,oz, Madeira,1,oz, Grenadine,,,,,,,,,,Cherry,Stir with ice and strain into cocktail glass. Garnish with a green cherry and a red cherry.,Cocktail Glass,6,4,FALSE
No. 8,6,Tequila,1.5,oz, Reposado tequila,0.75,oz, Palo cortado or oloroso sherry,0.5,oz, Honey liqueur,2,, Orange Bitters,,,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,4.75,FALSE
Fog Cutter,14,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Brandy,0.5,oz, Gin,1.5,, Fresh lemon juice,1,oz, each Orange juice and sweet sherry,1.5,oz, Almond or orgeat syrup,,Shake first six ingredients with ice and strain into ice-filled Collins glass. Top with sherry.,Collins Glass,14,7,FALSE
Mexicola,14,Tequila,1.5,oz, Blanco tequila,0.5,oz, Fresh Lime Juice,1,oz, Cola,,,,,,,,,,,Pour tequila and lime juice into ice-filled Collins glass. Fill with cola and stir.,Collins Glass,14,3,FALSE
Floridita No. 3,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Fresh Lime Juice,0.5,oz, Grapefruit Juice,0.5,, Maraschino liqueur,0.5,oz, Simple Syrup,,,,Lime Slice,Shake with ice and strain into chilled champagne flute. Garnish with a lime slice.,Champagne Flute,6,4.25,FALSE
Mexican Monk,6,Tequila,1.5,oz, Reposado tequila,0.5,oz, Dry Sherry,0.25,oz, Coffee liqueur,0.25,, Benedictine,,,,,,,Lemon Twist,Stir well with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,2.5,FALSE
Floridita No. 1,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh Lime Juice,0.5,oz, Sweet Vermouth,1,, White creme de cacao,1,oz, Grenadine,,,,Lime Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lime twist.,Cocktail Glass,6,5,FALSE
Mexican Madras,6,Tequila,1.5,oz, Blanco tequila,2,oz, Cranberry Juice,1,oz, Orange juice,0.25,, Fresh Lime Juice,,,,,,,Orange Slice,Shake with ice and strain into old-fashioned glass. Garnish with an orange slice.,Old-Fashioned Glass,6,4.75,FALSE
Cadiz,6,Brandy,0.25,oz, Blackberry-flavored brandy,0.25,oz, Dry Sherry,0.5,oz, Triple Sec,0.5,, half-and-half,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6,1.5,FALSE
Chocolate Soldier Cocktail,6,Cocktail Classics,1,oz, Juice of a Lime,0.75,oz, Dubonnet,1.5,oz, Old Mr. Boston Dry Gin,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.25,FALSE
Fireman's Sour,6,Rum - Daiquiris,2,oz, Light Rum,2,oz, Fresh Lime Juice,0.25,oz, Simple Syrup,0.25,, Grenadine,1,oz, Soda water (optional),,,,"Lemon Slice, Cherry","Shake first four ingredients with ice and strain into chilled old-fashioned glass. Fill with soda water, if desired. Garnish with a lemon slice and cherry.",Old-Fashioned Glass,6,5.5,FALSE
Fat Like Buddha,6,Rum - Daiquiris,1.5,oz, Dark rum,0.75,oz, Dubonnet Rouge,0.25,oz, Benedictine,0.25,, Triple Sec,,,,,,,Flamed Orange Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a flamed orange twist.,Cocktail Glass,6,2.75,FALSE
Cherry Blossom Cocktail,6,Cocktail Classics,1,oz, Old Mr. Boston Five Star Brandy,0.5,oz, Old Mr. Boston Wild Cherry Flavored Brandy,1.5,oz, Old Mr. Boston Triple Sec,1.5,, Grenadine,1,oz, Lemon Juice,,,,"Cherry, Powdered Sugar",Shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. Garnish with a Maraschino cherry.,Cocktail Glass,6,5.5,FALSE
Fair-and-Warmer Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Sweet Vermouth,0.5,oz, Triple Sec,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.25,FALSE
Chelsea Sidecar Cocktail,6,Cocktail Classics,0.25,oz, Juice of a Lemon,0.75,oz, Old Mr. Boston Triple Sec,0.75,oz, Old Mr. Boston Dry Gin,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,1.75,FALSE
Mexican Firing Squad,7,Tequila,1.5,oz, Blanco tequila,1,oz, Simple Syrup,0.75,oz, Fresh Lime Juice,1,, pomegranate molasses (available at Middle Eastern grocers),1,oz, Angostura Bitters,,,,Lime Slice,Shake and strain into ice-filled highball glass. Garnish with a lime slice.,Highball Glass,7,5.25,FALSE
Mexicana,6,Tequila,1.5,oz, Blanco tequila,1,oz, Fresh lemon juice,0.5,oz, Pineapple Juice,1,, Grenadine,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4,FALSE
El Presidente Cocktail No. 2,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Dry Vermouth,1,oz, Angostura Bitters,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.75,FALSE
Margarita Tequila,6,Shooters,1,0," Lime wedge, coarse salt",1.5,oz, Blanco tequila,0.75,oz, Cointreau triple sec,0.75,, Fresh Lime Juice,,,,,,,Salt,Rim chilled cocktail glass with lime and salt. Shake remaining ingredients and ice and strain into glass.,Cocktail Glass,6,4,FALSE
Lillypad,6,Tequila,1.5,oz, Blanco tequila,0.5,oz, each Lillet Blanc and Lillet Rouge,1.5,oz, Apple juice,0.75,, Fresh Lime Juice,0.25,oz, Agave nectar,,,,Blood Orange Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a blood orange slice,Cocktail Glass,6,4.5,FALSE
X. Y. Z. Cocktail,6,Cocktail Classics,1,oz, Lemon Juice,0.5,oz, Old Mr. Boston Triple Sec,1,oz, Old Mr. Boston Rum,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2.5,FALSE
La Ultima Palabra,6,Tequila,1.5,oz, Blanco tequila,0.75,oz, Fresh grapefruit juice,0.75,oz, Fresh Lime Juice,0.75,, Yellow Chartreuse,0.25,oz, Maraschino liqueur,,,,Grapefruit Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.,Cocktail Glass,6,4,FALSE
