name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz)
Irresistible,Rum - Daiquiris,1.5 oz, Light Rum,.5 oz, Sweet Vermouth,,.25 oz,.25 oz,  lemon juice,, Lemon twist,,,Lemon Twist,Shake and strain into cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Carroll Cocktail,Brandy,1.5 oz, Brandy,.75 oz, Sweet Vermouth,,,,,,,,,Cherry,Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6
Hush and Wonder,Rum - Daiquiris,1 oz, Creme de violette,2 oz, Light Rum,,.75 oz,.75 oz, Simple Syrup,3 oz, Grapefruit bitters,,,,Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6
Hurricane Leah,Rum - Daiquiris,.25 oz," each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao",1 oz, cherry-flavored brandy,,1.5 oz,1.5 oz,  lemon juice,3 oz,  orange juice,,,Orange Slice,"Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with an orange slice.",hurricane,14
Gimlet Cocktail,Cocktail Classics,1 oz, Rose's Lime Juice,1 oz, Powdered Sugar,,1.5 oz,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Hurricane,Rum - Daiquiris,1.5 oz," each Dark rum, light rum",1 oz, Passion Fruit Syrup,,1 oz,.75 oz, Orange juice,.5 oz," each Simple Syrup, grenadine",,,"Orange Slice, Cherry",Shake with ice and strain into ice-filled hurricane glass. Garnish with an orange slice and a cherry.,hurricane,14
Hop Toad,Rum - Daiquiris,.75 oz, Light Rum,.75 oz, Apricot-Flavored Brandy,,.5 oz,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
The Holy Roller,Rum - Daiquiris,1.5 oz, Cachaca,.75 oz,  Lime Juice,,,.5 oz,,2 oz, Angostura Bitters,.5 oz, Champagne or sparkling wine,Mint,Shake first five ingredients with ice. Strain into chilled cocktail glass. Top with Champagne or sparkling wine. Garnish with mint.,Cocktail Glass,6
Hemingway's Nog,Rum - Daiquiris,1.5 oz, Dark rum,.75 oz, Vanilla liqueur,,,.25 oz, Creme fraiche,3 oz," tiki bitters, such as Bittermen's Elemakule",,,Nutmeg,Shake with ice and strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,6
Flying Scotchman Cocktail,Cocktail Classics,1 oz, Sweet Vermouth,1 oz, Desmond & Duff Scotch Whisky,,,1 oz, Sugar Syrup,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6
Flying Grasshopper Cocktail,Cocktail Classics,.75 oz, Old Mr. Boston Green Creme de Menthe,.75 oz, Old Mr. Boston White Creme de Cacao,,,.75 oz,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6
Havana Cocktail,Rum - Daiquiris,.75 oz, Light Rum,1.5 oz, Pineapple Juice,,,.25 oz,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Harvest Nectar,Rum - Daiquiris,1.5 oz, Light Rum,1 oz, Pineapple Juice,,,1 oz, Orange juice,1 oz, Lemon-lime soda,,,,Shake with ice and strain into ice-filled beer mug.,ROCK,10
Fancy Brandy Cocktail,Cocktail Classics,2 oz, Old Mr. Boston Five Star Brandy,1 oz, Bitters,,,.25 oz, Powdered Sugar,,,,,Lemon Twist,Shake with ice and strain into cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Fallen Angel Cocktail,Cocktail Classics,1 oz, Juice of a Lime,1.5 oz, Old Mr. Boston Dry Gin,,,1 oz, Old Mr. Boston White Creme de Menthe,,,,,Cherry,Shake with ice and strain into cocktail glass. Garnish with a cherry.,Cocktail Glass,6
The Poncho,Tequila,2 oz, Reposado tequila,.5 oz, Dry Vermouth,,,.5 oz, Peychaud's Bitters,,,,,Cherry,Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6
Hai Karate,Rum - Daiquiris,2 oz, Dark rum,1 oz,  Lime Juice,,,1 oz, Orange juice,1 oz, Maple Syrup,1 oz, Angostura Bitters,"Cherry, Orange Slice",Shake with ice and strain into ice-filled Collins glass. Garnish with a cherry and an orange slice.,Collins Glass,14
Cara Sposa,Brandy,1 oz, Coffee-flavored brandy,.75 oz, Triple Sec,,,.5 oz,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Traditional Martini (Dry),Cocktail Classics,1 oz, Gin,1 oz, Dry Vermouth,,,1 oz,,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Pina Agave,Tequila,2 oz, Cucumber,1.5 oz, Blanco tequila,,,1 oz,  lemon juice,.5 oz, Agave nectar,," Lemon-lime soda, cucumber slice",Cucumber,Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with a cucumber slice.,Cocktail Glass,6
Grande Guignol,Rum - Daiquiris,1.5 oz, Dark rum,.75 oz, Yellow Chartreuse,,,.75 oz,  Lime Juice,,,,,Lime Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6
Pancho Villa,Tequila,1 oz, Anejo tequila,.75 oz, Aperol,,,.75 oz, Peach bitters,,,,,Grapefruit Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.,Cocktail Glass,6
Paloma (Natural),Tequila,2 oz, Blanco tequila,2 oz,  white or ruby red grapefruit juice,,,,,,,,,Lime Slice,Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with a lime slice,Collins Glass,14
Golden Friendship,Rum - Daiquiris,1 oz, Light Rum,1 oz, Sweet Vermouth,,,1 oz, Ginger ale,,,,,"Orange Slice, Cherry","Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with an orange slice and a cherry.",Collins Glass,14
Paloma,Tequila,2 oz, Blanco tequila,, Grapefruit-flavored soda,,,,,,,,,Lime Slice,Pour tequila into ice-filled Collins glass. Fill glass with soda and stir briefly. Garnish with a lime slice,Collins Glass,14
Pacific Sunshine,Tequila,,,1.5 oz, Blanco tequila,,,1.5 oz, Simple Syrup,.75 oz,  lemon juice,1 oz, Angostura Bitters,"Preserved Lemon Slice, Salt",Rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. Shake remaining ingredients with ice in mixing glass. Pour with ice into glass. Garnish with a preserved lemon slice.,hurricane,14
Golden Eclipse,Rum - Daiquiris,1.5 oz, Dark rum,.25 oz, Amaro,,,.5 oz, Orange Bitters,3 oz, Sparkling apple cider,,,Apple Slice,Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with an apple slice.,Cocktail Glass,6
Diplomat Cocktail,Cocktail Classics,1.5 oz, Dry Vermouth,.5 oz, Sweet Vermouth,,,2 oz, Maraschino,,,,,"Lemon Slice, Cherry",Stir with ice and strain into cocktail glass. Garnish with a lemon slice and a cherry.,Cocktail Glass,6
Oldest Temptation,Tequila,2 oz, Anejo tequila,1 oz, Apple juice,,,.5 oz, Triple Sec,.25 oz, Simple Syrup,1 oz," Angostura Bitters, flamed lemon twist",Flamed Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a flamed lemon twist.,Cocktail Glass,6
Ginger Grapefruit Rickey,Rum - Daiquiris,2 oz, Light Rum,2 oz,  grapefruit juice,,,1 oz,  Lime Juice,, Soda water,,,,Shake first four ingredients with ice. Strain into ice-filled highball glass and top with soda water.,Highball Glass,7
Calvados Cocktail,Brandy,1.5 oz, Calvados,1.5 oz, Orange juice,,,.75 oz, Orange Bitters,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Daiquiri Cocktail,Cocktail Classics,1 oz, Juice of a Lime,1 oz, Powdered Sugar,,,1.5 oz,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
The Oaxaca Old-Fashioned,Tequila,1.5 oz, Reposado tequila,.5 oz, Mezcal,,,.25 oz, Angostura Bitters,,,,,Flamed Orange Twist,Stir with ice and strain into chilled old-fashioned glass. Garnish with a flamed orange twist.,Old-Fashioned Glass,6
Cuban Special Cocktail,Cocktail Classics,1 oz, Pineapple Juice,.5 oz, Juice of a Lime,,,1 oz, Old Mr. Boston Triple Sec,,,,,"Pineapple Slice, Cherry",Shake with ice and strain into cocktail glass. Garnish with a pineapple slice and a cherry.,Cocktail Glass,6
Gaugin,Rum - Daiquiris,2 oz, Light Rum,.5 oz,  lemon juice,,,.5 oz, Passion Fruit Syrup,,,,,Cherry,Combine ingredients with 1 cup crushed ice in blender on low speed. Serve in chilled old-fashioned glass. Garnish with a cherry.,Old-Fashioned Glass,6
The Nomad South,Tequila,2 oz, Blanco tequila,1 oz, Orange juice,,,.5 oz, Agave nectar,.5 oz,  Lime Juice,1 oz, Whiskey barrel bitters,,Shake well with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6
Creole Lady Cocktail,Cocktail Classics,1.5 oz, Old Kentucky Tavern Bourbon Whiskey,1.5 oz, Madeira,,,1 oz,,,,,,Cherry,Stir with ice and strain into cocktail glass. Garnish with a green cherry and a red cherry.,Cocktail Glass,6
No. 8,Tequila,2 oz, Reposado tequila,.75 oz, Palo cortado or oloroso sherry,,,.5 oz, Orange Bitters,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Fog Cutter,Rum - Daiquiris,1.5 oz, Light Rum,.5 oz, Brandy,,,.5 oz,  lemon juice,1 oz, each Orange juice and sweet sherry,1.5 oz, Almond or orgeat syrup,,Shake first six ingredients with ice and strain into ice-filled Collins glass. Top with sherry.,Collins Glass,14
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bucks Fizz,Cocktail Classics,2 oz, orange juice,,champagne,,,,,,,,,,"Pour 2 oz. orange juice in a collins glass over two cubes of ice, fill with champagne, and stir very gently.",Collins Glass,14
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Count Camillo's Paloma,Tequila,.75 oz, Blanco tequila,.75 oz, Sweet Vermouth,.75 oz, Campari,2 oz, Grapefruit soda,,,,,Rosemary,Pour ingredients into Collins glass and stir briefly. Fill with ice. Garnish with rosemary.,Collins Glass,14
Company B,Tequila,1 oz," Whole strawberry, hulled",1.5 oz, Blanco tequila,.5 oz, Campari,.5 oz, Triple Sec,.5 oz,  lemon juice,.25 oz, Agave nectar,Strawberry,Muddle whole strawberry in mixing glass. Add remaining ingredients. Shake with ice and strain through fine wire sieve into chilled cocktail glass. Garnish with a strawberry.,Cocktail Glass,6
Chupa Cabra,Tequila,2 oz, Blanco tequila,.75 oz,  grapefruit juice,.5 oz,  Lime Juice,.5 oz, Campari,.5 oz, Simple Syrup,1 oz, Angostura Bitters,Lime Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6
Chinchona,Tequila,1.5 oz, Anejo tequila,.75 oz, Lillet Rouge,.5 oz, Orange curacao,2 oz, Orange Bitters,,,,,Orange Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a orange twist.,Cocktail Glass,6
Chapala,Tequila,1.5 oz, Reposado tequila,1.5 oz, Orange juice,.75 oz,  lemon juice,.25 oz, Grenadine,,,,,Orange Slice,"Shake and strain into hurricane glass. Fill glass with crushed ice. Garnish with orange blossoms, if using, and orange slice",hurricane,14
Bulldog Cocktail,Brandy,1.5 oz, cherry-flavored brandy,.75 oz, Gin,.5 oz,  lemon juice,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Boston Sidecar Cocktail,Cocktail Classics,.75 oz, Old Mr. Boston Five Star Brandy,.75 oz, Old Mr. Boston Rum,.75 oz,  Old Mr. Boston Triple Sec,.5 oz, Juice of a Lime,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Catalina Margarita,Tequila,1.5 oz, Blanco tequila,1 oz, Peach schnapps,1 oz, Blue curacao,2 oz, Simple Syrup,2 oz,  lemon juice,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Camino Del Ray,Tequila,1.75 oz, Anejo tequila,1 oz, Oloroso sherry,.5 oz, Drambuie,1 oz, Rhubarb bitters,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
Cactus Berry,Tequila,,,1.25 oz, Blanco tequila,1.25 oz, Red wine,.5 oz," each Triple Sec, simple syrup",.25 oz," each  lemon juice,  lime juice",1 oz, Lemon-lime soda,Salt,Rim chilled cocktail glass with lime and salt. Shake remaining ingredients with ice and pour into glass.,Cocktail Glass,6
Bolero Cocktail,Cocktail Classics,1.5 oz, Old Mr. Boston Rum,.75 oz, Apple Brandy,.25 oz, Sweet Vermouth,,,,,,,,Stir well with cracked ice and strain into cocktail glass.,Cocktail Glass,6
Bum's Rush,Tequila,1.5 oz, Blanco tequila,.75 oz, Triple Sec,.75 oz, Honey liqueur,1 oz,  Lime Juice,1 oz,  apple cider,,,Lime Slice,Shake with ice and strain into ice-filled Collins glass. Garnish with lime slice.,Collins Glass,14
Brave Bull,Tequila,1.5 oz, Blanco tequila,1 oz, Coffee liqueur,,,,,,,,,Lemon Twist,Pour into ice-filled old-fashioned glass and stir. Garnish with a lemon twist.,Old-Fashioned Glass,6
Blue Margarita,Tequila,,,1.5 oz, Blanco tequila,.5 oz, Blue curacao,1 oz,  Lime Juice,,,,,Salt,Rim chilled cocktail glass with lime juice and salt. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6
Bloody Maria,Tequila,1 oz, Blanco tequila,2 oz, Tomato Juice,.25 oz,  lemon juice,1 oz, Hot red pepper sauce,1 oz, Celery Salt,,,Lemon Slice,Stir with ice. Strain into ice-filled old-fashioned glass. Garnish with a lemon slice.,Old-Fashioned Glass,6
Pineapple Dream Cocktail,Cocktail Classics,.5 oz, Pineapple Juice,.5 oz, Juice of a Lime,1 oz, Old Mr. Boston Imported Rum,,,,,,,,Shake well with cracked ice and strain into 3 oz. cocktail glass.,Cocktail Glass,6
Big Red Hooter,Tequila,1 oz, Blanco tequila,.75 oz, Amaretto,2 oz, Pineapple Juice,.5 oz, Grenadine,,,,,Cherry,Pour tequila and amaretto into ice-filled Collins glass. Fill with pineapple juice and top with grenadine. Garnish with a cherry. Serve with straw.,Collins Glass,14
Blood Bronx Cocktail,Cocktail Classics,1.5 oz, Old Mr. Boston Dry Gin,1.5 oz, Dry Vermouth,.25 oz, Juice of a Blood Orange,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
Bravo,Tequila,2 oz, Anejo tequila,.25 oz, Agave nectar,2 oz, Angostura Bitters,1 oz, Orange Bitters,,,,,Grapefruit Twist,Stir with ice and strain into chilled old-fashioned glass. Garnish with a grapefruit twist.,Old-Fashioned Glass,6
Amante Picante,Tequila,2 oz, Cucumber,2 oz,  cilantro sprigs,2 oz, Blanco tequila,1 oz,  Lime Juice,1 oz, Simple Syrup,2 oz, Jalapeno hot pepper sauce,Cucumber,Muddle 2 cucumber slices and cilantro in mixing glass. Add remaining ingredients. Shake with ice and double-strain into chilled cocktail glass. Garnish with a cucumber slice.,Cocktail Glass,6
Brunswick Street Cocktail,Brandy,1.5 oz, Cognac,1.5 oz," Sweet sherry, preferably Pedro Ximenez",1 oz, Egg Yolk,,,,,,,Nutmeg,Shake without ice. Add ice and shake again. Strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,6
Black Hawk Cocktail,Cocktail Classics,1.25 oz, Old Thompson Blended Whiskey,1.25 oz, Old Mr. Boston Sloe Gin,,,,,,,,,Cherry,Stir with ice and strain into cocktail glass. Garnish with a cherry.,Cocktail Glass,6
Alamo Splash,Tequila,1.5 oz, Blanco tequila,1 oz, Orange juice,.5 oz, Pineapple Juice,1 oz, Lemon-lime soda,,,,,,Pour first three ingredients into ice-filled Collins glass. Top with lemon-lime soda and stir.,Collins Glass,14
Betsy Ross Cocktail,Cocktail Classics,1.5 oz, Old Mr. Boston Five Star Brandy,1.5 oz, Port,1 oz,  Old Mr. Boston Triple Sec,1.25 oz, Old Mr. Boston Dry Gin,,,,,,Stir with cracked ice and strain into cocktail glass.,Cocktail Glass,6
Bermuda Rose Cocktail,Cocktail Classics,1.25 oz, Old Mr. Boston Dry Gin,1.5 oz, Old Mr. Boston Apricot Flavored Brandy,1.5 oz, Grenadine,,,,,,,,Shake with ice and strain into cocktail glass. ,Cocktail Glass,6
Yokahama Romance,Gin,2.5 oz, Sake,1 oz, Gin,.25 oz, Maraschino liqueur,,,,,,,Rose Petal,Stir with ice and strain into chilled cocktail glass. Garnish with a rose petal.,Cocktail Glass,6
Yale Cocktail,Gin,1.5 oz, Gin,.5 oz, Dry Vermouth,1 oz, Blue curacao,1 oz, Angostura Bitters,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Xanthia Cocktail,Gin,.75 oz, Gin,.75 oz, cherry-flavored brandy,.75 oz, Yellow Chartreuse,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Woodstock,Gin,1.5 oz, Gin,1 oz,  lemon juice,1.5 oz, Maple Syrup,1 oz, Orange Bitters,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Wolf's Bite,Gin,1.5 oz, Gin,1 oz, Grapefruit Juice,.5 oz, Green Chartreuse,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Barbary Coast Cocktail,Cocktail Classics,.5 oz, Old Mr. Boston Dry Gin,.5 oz, Old Mr. Boston Rum,.5 oz, Old Mr. Boston Creme de Cacao,.5 oz, Desmond & Duff Scotch Whisky,.5 oz, Sweet Cream,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6
The Winkle,Gin,3 oz,  sage leaves,2 oz, Gin,1 oz,  Lime Juice,.5 oz, Limoncello,.5 oz, Simple Syrup,4 oz, Raspberries,Lemon Twist,Muddle sage in mixing glass. Add remaining ingredients. Shake with ice and double-strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6
The Wink,Gin,1 splash, Absinthe,2 oz, Gin,.25 oz, Triple Sec,.25 oz, Simple Syrup,2 oz, Peychaud's Bitters,,,Wink,Rinse a chilled old-fashioned glass with absinthe and pour out excess absinthe. Stir remaining ingredients with ice and strain into glass. Garnish with a wink.,Old-Fashioned Glass,6
Will Rogers,Gin,1.5 oz, Gin,.5 oz, Dry Vermouth,.5 oz, Orange juice,1 oz, Triple Sec,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Brandy Vermouth Cocktail,Brandy,2 oz, Brandy,.5 oz, Sweet Vermouth,1 oz, Angostura Bitters,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
White Spider,Gin,1 oz, Gin,.75 oz,  lemon juice,.5 oz, Triple Sec,.25 oz, Simple Syrup,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
White Lady,Gin,1.5 oz, Gin,.75 oz, Triple Sec,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Western Rose,Gin,1 oz, Gin,.5 oz, Dry Vermouth,.5 oz, Apricot-Flavored Brandy,1 oz,  lemon juice,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
May Blosson Fizz,Cocktail Classics,1 oz, Grenadine,.5 oz, Juice of a Lemon,2 oz, Swedish Punch,,,,,,,,Shake well with cracked ice and strain into highball glass. Fill with carbonated water and stir.,Highball Glass,7
Wembly Cocktail,Gin,1.5 oz, Gin,.75 oz, Dry Vermouth,.5 oz, Apple Brandy,.5 oz, Apricot-Flavored Brandy,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Apple Pie Cocktail,Cocktail Classics,.75 oz, Old Mr. Boston Rum,.75 oz, Sweet Vermouth,1 oz, Apple Flavored Brandy,.5 oz, Grenadine,1 oz, Lemon Juice,,,,Shake with ice and strain into cocktail glass. ,Cocktail Glass,6
Water Lily,Gin,.75 oz, Gin,.75 oz, Triple Sec,.75 oz, Creme de violette,.75 oz,  lemon juice,,,,,Orange Twist,Shake with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6
Wallis Blue Cocktail,Gin,,,1 oz, Gin,1 oz, Triple Sec,1 oz,  Lime Juice,,,,,,Rim old-fashioned glass with lime and sugar. Fill with ice. Shake remaining ingredients with ice and strain into glass.,Old-Fashioned Glass,6
Minnehaha Cocktail,Cocktail Classics,.25 oz, Juice of Orange,.5 oz, Dry Vermouth,.5 oz, Sweet Vermouth,1 oz, Old Mr. Boston Dry Gin,,,,,,Shake well with cracked ice and strain into cocktail glass.,Cocktail Glass,6
Wallick Cocktail,Gin,1.5 oz, Gin,1.5 oz, Dry Vermouth,1 oz, Triple Sec,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6
Waikiki Beachcomber,Gin,.75 oz, Gin,.75 oz, Triple Sec,.5 oz, Pineapple Juice,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6
